,tweets,sentiment
208,"['tumpang', 'vaksin', 'booster', 'jarak', 'vaksin', 'pesan', 'tiket', 'atur', 'keluar', 'kmarin', 'telepon', 'kai', 'suruh', 'batalin', 'tiket', 'solusi', 'bijak']",1.0
209,"['beli', 'tiket', 'tanggal', 'notif', 'pas', 'boarding', 'booster', 'boarding', 'pass', 'before', 'tiket', 'beli', 'days', 'solusi', 'vaksin', 'booster', 'model', 'tagih', 'kapok']",1.0
210,"['informasi', 'syarat', 'kakak', 'arjuno', 'ekspres', 'tuju', 'malangsurabaya', 'apakahh', 'syarat', 'minimal', 'vaksin', 'booster']",1.0
211,"['tembak', 'vaksin', 'booster', 'dm', 'only', 'booster']",-1.0
212,"['aglomerasi', 'kamandaka', 'joglosemarkerto', 'wajib', 'vaksin', 'booster', 'pcrantigen']",-1.0
213,"['bobobox', 'menghimbau', 'kakak', 'vaksin', 'booster', 'aman', 'nyaman', 'kakak', 'vaksin', 'booster', 'bob', 'saran', 'antigen', 'stay', 'bobobox']",1.0
214,"['selamat', 'siangkalau', 'kakak', 'lokal', 'cibatuan', 'walahar', 'syarat', 'wajib', 'vaksin', 'booster']",1.0
215,"['ready', 'tembak', 'vaksin', 'vaksin', 'hapus', 'data', 'danlainlain', 'proses', 'muncul', 'sertif', 'bayar', 'via', 'bca']",-1.0
216,"['teman', 'kwangya', 'store', 'wajib', 'vaksin', 'booster']",-1.0
217,"['dips', 'informasi', 'vaksin', 'booster', 'area', 'tembalang']",1.0
218,"['ada', 'vaksin', 'booster', 'calon', 'tumpang', 'stasiun', 'jalan', 'kota', 'dpn', 'vaksin', 'booster']",1.0
219,"['bayi', 'gaaa', 'vaksin', 'booster', 'besok', 'ceritain', 'vaksin', 'suka', 'jadi', 'absurd', 'booster', 'booster', 'bayi']",1.0
220,"['pantau', 'sta', 'kiaracondong', 'pagi', 'pantau', 'tumpang', 'kakak', 'cikuray', 'pasundan', 'kakak', 'jarak', 'wajib', 'vaksin', 'booster']",1.0
221,"['jare', 'awat', 'jaga', 'durung', 'vaksin', 'booster', 'lek', 'booster', 'soale', 'silak', 'expired', 'eman', 'vaksin', 'gratis', 'dimanfaatke']",1.0
222,"['pantau', 'sta', 'kiaracondong', 'pagi', 'pantau', 'tumpang', 'kakak', 'cikuray', 'pasundan', 'kakak', 'jarak', 'wajib', 'vaksin', 'booster']",1.0
223,"['warga', 'gresik', 'klinik', 'rumah', 'sakit', 'dekat', 'vaksin', 'booster', 'sedia', 'vaksin', 'dosis', 'jadwal', 'lokasi']",1.0
224,"['vaksin', 'booster', 'gendut']",-1.0
225,"['pakai', 'kartutandapenduduk', 'kakak', 'kartu', 'vaksin', 'booster', 'yak', 'beli', 'rokok']",-1.0
226,"['informasi', 'vaksin', 'booster']",1.0
227,"['vaksin', 'booster', 'gresik', 'selasa', 'desember', 'cek', 'detail']",-1.0
228,"['covid', 'teman', 'tiongkok', 'lupa', 'jaga', 'vaksin', 'booster', 'terap', 'protokol', 'sehat']",1.0
229,"['kunci', 'utama', 'tekan', 'covid', 'indonesia', 'vaksin', 'booster', 'terap', 'protokol', 'sehat']",1.0
230,"['vaksin', 'booster', 'terap', 'prokes', 'kunci', 'pisah', 'muncul', 'virus', 'covid', 'varian', 'omicron']",1.0
231,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'kunci', 'hindar', 'virus']",1.0
232,"['terap', 'prokes', 'vaksin', 'booster', 'sehat']",1.0
233,"['covid', 'lupa', 'terap', 'protokol', 'sehat', 'vaksin', 'booster']",1.0
234,"['buang', 'syarat', 'pakai', 'bukti', 'vaksin', 'booster']",-1.0
235,"['informasi', 'vaksin', 'booster', 'tangerang']",1.0
236,"['vaksin', 'booster', 'lanjutusia', 'efektif', 'cegah', 'tangkal', 'covid', 'ncovid', 'nbooster', 'ncovid']",1.0
237,"['huaaaaa', 'gendis', 'banget', 'vaksin', 'booster', 'anak', 'erti', 'tidakmau', 'suntik', 'susah', 'bujuk']",-1.0
238,"['jaga', 'jarak', 'patuh', 'prokes', 'vaksin', 'booster', 'lengkap']",1.0
239,"['tertawa', 'tunggu', 'vaksin', 'booster']",1.0
240,"['distribusi', 'vaksin', 'booster', 'slanjutnya', 'vendor', 'mixue']",1.0
241,"['allah', 'untung', 'banget', 'vaksin', 'booster']",1.0
242,"['vaksin', 'booster', 'tangan', 'njuarem']",1.0
243,"['bekas', 'vaksin', 'booster']",-1.0
244,"['moga', 'patok', 'cabut', 'ppkm', 'hasil', 'sero', 'survei', 'yak', 'cakup', 'vaksin', 'booster']",1.0
245,"['sadar', 'tiket', 'vaksin', 'booster', 'november']",1.0
246,"['jbrfess', 'informasi', 'vaksin', 'booster', 'besok']",1.0
247,"['capai', 'vaksinasi', 'covid', 'belitung', 'terima', 'vaksin', 'booster', 'baca', 'lengkap']",1.0
248,"['jarak', 'vaksin', 'tahun', 'vaksin', 'booster', 'dips']",1.0
249,"['check', 'tahu', 'vaksin', 'booster', 'suruh', 'vaksin', 'klinik', 'stasiun', 'siap', 'tumpang', 'kai', 'vaksin']",1.0
250,"['gambir', 'jogja', 'alam', 'check', 'ketemu', 'porter', 'ramah', 'ketemu', 'kai', 'bantuin', 'vaksin', 'booster']",1.0
251,"['vaksin', 'booster', 'gel', 'vaksin', 'sakit']",-1.0
252,"['vaksin', 'booster', 'sakit', 'yak', 'tangan', 'belah', 'kiri', 'gel', 'banget']",-1.0
253,"['suami', 'pingin', 'vaksin', 'booster', 'ikhtiar', 'jaga', 'keluarga', 'jalan', 'penting']",1.0
254,"['vaksin', 'booster', 'orangorang', 'jalan', 'penting', 'sehat']",1.0
255,"['vaksin', 'booster', 'suami', 'tugas', 'daftar', 'ners', 'nyuntik', 'mbak', 'lucu', 'vaksin', 'booster', 'syarat', 'jalan', 'syaratsyarat', 'tugas', 'generalisasi']",1.0
256,"['moga', 'vaksin', 'booster', 'jilid', 'sekian', 'jadi', 'syarat', 'untum', 'kesana', 'kemari']",-1.0
257,"['vaksin', 'booster', 'milik', 'sio', 'forklift', 'posisi', 'operator', 'forklift', 'sehat', 'jasmani', 'rohani', 'shift', 'tempat', 'cibitung', 'bekas', 'minat', 'dmcomment', 'silah', 'isi', 'link', 'terima', 'kasih']",1.0
258,"['informasi', 'vaksin', 'booster', 'area', 'klojen']",1.0
259,"['bukti', 'vaksin', 'booster', 'hp', 'tidakapa-apa']",-1.0
260,"['base', 'nonton', 'konser', 'blackpink', 'jakarta', 'anak', 'bawah', 'umur', 'vaksin', 'booster', 'tia']",1.0
261,"['vaksin', 'booster', 'mudah', 'kipi', 'booster']",1.0
262,"['gais', 'nonton', 'konser', 'kpop', 'anak', 'vaksin', 'booster', 'bytheway', 'nonton', 'konser', 'blackpink']",-1.0
263,"['vaksin', 'booster', 'milik', 'sio', 'forklift', 'posisi', 'operator', 'forklift', 'sehat', 'jasmani', 'rohani', 'shift', 'tempat', 'kawasan', 'cibitung', 'bekas', 'minat', 'dmcomment', 'silah', 'isi', 'link']",1.0
264,"['informasi', 'vaksin', 'booster', 'daerah', 'jogja', 'kota']",1.0
265,"['sukses', 'vaksin', 'booster', 'kodim', 'bangli', 'aktif', 'damping', 'laksana', 'vaksinasi', 'booster', 'lanjutusia', 'seka', 'kintamani', 'bangli', 'senin']",1.0
266,"['sen', 'tiket', 'bus', 'online', 'vaksin', 'booster', 'vaksin', 'lokasi', 'stasiun', 'gambir', 'konfirmasi']",1.0
267,"['dips', 'informasi', 'vaksin', 'booster', 'daerah', 'tembalang']",1.0
268,"['layan', 'kunjung', 'tatap', 'muka', 'warga', 'bina', 'lembagapemasyarakatan', 'lubuk', 'basung', 'senin', 'warga', 'bina', 'temu', 'keluarga', 'batas', 'keluarga', 'inti', 'milik', 'sertifikat', 'vaksin', 'booster', 'covid']",1.0
269,"['anak', 'vaksin', 'booster']",-1.0
270,"['mad', 'informasi', 'vaksin', 'booster', 'daerah', 'kalong', 'ngendi']",1.0
271,"['waspada', 'subvarian', 'covid', 'indonesia', 'jaga', 'prokesnya', 'laku', 'vaksin', 'booster']",1.0
272,"['adek', 'cari', 'vaksin', 'booster']",-1.0
273,"['berangkat', 'tanggal', 'anak', 'usia', 'wajib', 'vaksin', 'walopun', 'damping', 'tumpang', 'dewasa', 'vaksin', 'booster']",-1.0
274,"['terimakasih', 'kakak', 'moga', 'kakak', 'timbang', 'bnr', 'serius', 'banget', 'ketemu', 'mrka', 'siapin', 'mental', 'fisik', 'skligus', 'vaksin', 'booster', 'moga', 'ngliat', 'mreka', 'face', 'face', 'moga', 'baik', 'serta', 'kakak', 'aamiin']",1.0
275,"['concert', 'nct', 'blackpink', 'konser', 'konser', 'butuh', 'vaksin', 'booster', 'vaksin', 'tembak', 'vaksin', 'apk', 'bayar', 'apknya', 'ayo', 'vaksin', 'booster', 'jamin', 'trusted', 'amanah']",-1.0
276,"['hubung', 'selesai', 'pandemi', 'covid', 'vaksin', 'booster', 'dosis', 'moderna', 'vaksin', 'vaksin', 'efek', 'gregesgreges', 'gatelen']",1.0
277,"['punten', 'stasium', 'kircon', 'sedia', 'fasilitas', 'vaksin', 'booster', 'haturnuhun']",1.0
278,"['pas', 'vaksin', 'booster', 'disuru', 'bawa', 'kartutandapenduduk', 'disuru', 'ngumpulin', 'kartu', 'pas', 'pulang', 'kasi', 'kartu', 'temenku', 'pas', 'booster', 'kartu', 'suruh', 'kumpulin', 'ganti', 'terang', 'boosternya']",1.0
279,"['vaksin', 'vaksin', 'booster', 'jalan', 'jarak', 'siap', 'bantu', 'terima', 'kasih']",1.0
280,"['malas', 'vaksin', 'booster']",-1.0
281,"['pagi', 'lamar', 'posisi', 'diwebsite', 'karir', 'reksa', 'cantum', 'vaksin', 'booster', 'diwebsitenya', 'tidakadauang', 'pilih', 'vaksin', 'coba', 'apply', 'tidakbisa', 'tetep', 'cantumin', 'vaksin', 'booster']",1.0
282,"['kakak', 'jujur', 'degan', 'banget', 'smpe', 'mkir', 'dpet', 'tiket', 'sedih', 'uang', 'beli', 'sep', 'tidakbisa', 'nonton', 'kendala', 'aman', 'ongkos', 'ksno', 'ijin', 'orangtua', 'vaksin', 'booster', 'aman']",1.0
283,"['maaf', 'salah', 'informasi', 'informasi', 'sesuai', 'wajib', 'vaksin', 'booster', 'umur', 'terimakasih']",1.0
284,"['ayo', 'vaksin', 'booster']",1.0
285,"['juta', 'dapat', 'vaksin', 'booster', 'dosis', 'tiga']",1.0
286,"['gejala', 'covid', 'muncul', 'vaksin', 'booster']",1.0
287,"['masyarakat', 'rentan', 'terima', 'vaksin', 'covid', 'dosis', 'tiga', 'atauboosterper', 'desember', 'program', 'vaksinboosterbagi', 'masyarakat', 'jalan', 'via']",-1.0
288,"['semenjak', 'vaksin', 'booster', 'gapernah', 'batuk', 'flu', 'dlunya']",-1.0
289,"['dear', 'informasi', 'vaksin', 'booster', 'kartutandapenduduk', 'terimakasih']",1.0
290,"['nunjukin', 'bukti', 'vaksin', 'kai', 'access', 'tulis', 'vaksin', 'booster', 'lupa', 'boarding', 'passnya', 'otomatis']",1.0
291,"['bner', 'dok', 'gara', 'vaksin', 'booster', 'habis', 'vaksin', 'badan', 'sakit', 'gel', 'flu', 'mampet', 'hilang']",-1.0
292,"['solat', 'ied', 'bareng', 'pandemi', 'kaya', 'momen', 'lebaran', 'normal', 'keluarga', 'kumpul', 'danlainlain', 'tambah', 'diri', 'demam', 'gara', 'vaksin', 'booster']",1.0
293,"['dajjal', 'indonesia', 'paspor', 'wajib', 'vaksin', 'booster', 'pcr', 'danlainlain']",-1.0
294,"['informasi', 'antarkota', 'st', 'ps', 'senen', 'vaksin', 'boostersdgkan', 'vaksin', 'booster', 'susah', 'ps', 'senen', 'sedia', 'vaksin', 'booster', 'boster', 'antigen', 'antigen', 'jam']",1.0
295,"['kmrin', 'habis', 'vaksin', 'booster', 'badan', 'enak', 'flu', 'flu', 'kurasain', 'aneh', 'sakit', 'kepala']",-1.0
296,"['gaaaassss', 'vaksin', 'booster', 'influenza', 'nareshkuy', 'bareng']",1.0
297,"['semenjak', 'vaksin', 'booster', 'gampang', 'lelah', 'lemes', 'batuk', 'melulu']",-1.0
298,"['lupa', 'vaksin', 'booster', 'serie', 'sekian', 'bakaln', 'gala']",1.0
299,"['jakarta', 'malang', 'syarat', 'anak', 'usia', 'syariat', 'bapak', 'vaksin', 'booster']",-1.0
300,"['gantengsoleh', 'hati', 'rajin', 'tabung', 'sombong', 'minus', 'vaksin', 'booster']",1.0
301,"['ppkm', 'selesai', 'vaksin', 'booster', 'gencar']",1.0
302,"['tumpang', 'membludak', 'armada', 'kapal', 'tambah', 'vaksin', 'booster', 'rangka', 'cegah', 'covid', 'jawatimur']",-1.0
303,"['selamat', 'pagi', 'maaf', 'balas', 'padat', 'antre', 'interaksi', 'calon', 'tumpang', 'kakak', 'kaligung', 'wajib', 'vaksin', 'booster', 'berangkat', 'wajib', 'vaksin', 'minimal', 'dosis']",1.0
304,"['masyarakat', 'rentan', 'terima', 'vaksincoviddosis', 'tiga', 'atauboosterper', 'desember', 'programvaksinboosterbagi', 'masyarakat', 'jalan', 'via']",-1.0
305,"['vaksin', 'booster', 'natal', 'jadwal', 'lokasi', 'surabaya']",1.0
306,"['masyarakat', 'indonesia', 'disuntikvaksin', 'coviddosis', 'tiga', 'tingkat', 'total', 'terima', 'vaksin', 'booster', 'desember', 'via']",1.0
307,"['perkara', 'vaksin', 'booster', 'senggama', 'banget', 'ribet', 'anjggg', 'bingung']",-1.0
308,"['rute', 'solo', 'semarang', 'vaksin', 'booster']",1.0
309,"['terang', 'tahan', 'keluarga', 'wbp', 'kunjung', 'wajib', 'bawa', 'surat', 'vaksin', 'menerangkanbahwa', 'laksana', 'vaksin', 'booster', 'keluarga', 'wbp', 'vaksin', 'tahap', 'wajib', 'bawa', 'surat', 'tes', 'antigen', 'hasil']",1.0
310,"['perhati', 'disiplin', 'prokes', 'lupa', 'terima', 'dosis', 'vaksin', 'booster', 'christmas', 'home', 'alone']",1.0
311,"['laku', 'vaksin', 'booster', 'prokes', 'lindung', 'sekitar', 'papar', 'virus', 'covid', 'christmas', 'home', 'alone']",-1.0
312,"['jatibarang', 'bekas', 'wajib', 'vaksin', 'booster']",-1.0
313,"['vaksin', 'booster', 'sedia', 'stasiun']",1.0
314,"['svt', 'gbk', 'nonton', 'cuz', 'libur', 'kesiap', 'vaksin', 'booster', 'sad']",-1.0
315,"['anjuttt', 'kuat', 'bpjs', 'vaksin', 'booster']",1.0
316,"['karawang', 'jakarta', 'karawang', 'cikarang', 'cikarang', 'krl', 'vaksin', 'booster', 'umur']",1.0
317,"['syarat', 'uang', 'ntk', 'beli', 'tiket', 'mah', 'vaksin', 'booster', 'swabpakai', 'bawa', 'hand', 'saniteser', 'dllhahaha']",1.0
318,"['lupa', 'bawa', 'kartutandapenduduk', 'asli', 'bukti', 'vaksin', 'booster', 'tunjuk', 'aplikasi', 'peduli', 'lindung', 'terap', 'protokol', 'sehat', 'sahabat', 'laperti']",1.0
319,"['sebel', 'pwk', 'situ', 'cari', 'vaksin', 'booster', 'helm', 'diambilin', 'salah']",-1.0
320,"['vaksin', 'booster', 'efek', 'sakit', 'cicil']",-1.0
321,"['vaksin', 'booster', 'stasiun', 'pasar', 'senen', 'besok', 'buka', 'jam']",1.0
322,"['stasiun', 'ps', 'senen', 'vaksin', 'booster', 'besok', 'booking', 'tiket', 'booster']",1.0
323,"['vaksinasi', 'booster', 'jangkau', 'juta', 'masyarakat', 'masyarakat', 'indonesia', 'suntik', 'vaksin', 'covid', 'dosis', 'tiga', 'tingkat', 'total', 'terima', 'vaksin', 'booster']",1.0
324,"['efek', 'vaksin', 'booster', 'dosis', 'ngerasa', 'laper', 'banget', 'pusing', 'dikit', 'minumin', 'panadol', 'aman', 'bawa', 'makan', 'heheh']",-1.0
325,"['terimakasih', 'dis', 'vaksin', 'booster', 'minum', 'air', 'putih', 'lemes']",-1.0
326,"['jbrfess', 'informasi', 'vaksin', 'booster', 'pfizer', 'daerah', 'jember']",1.0
327,"['informasi', 'jasa', 'serif', 'vaksin', 'booster', 'cepat']",1.0
328,"['umur', 'kajj', 'mesti', 'tunjukin', 'vaksin', 'booster', 'vaksin']",1.0
329,"['lupa', 'vaksin', 'booster', 'rumah']",1.0
330,"['habis', 'mama', 'vaksin', 'booster', 'grocery', 'shopping', 'jam', 'mama', 'checkup', 'nama', 'mama']",1.0
331,"['vaksin', 'booster', 'buka', 'jakbar']",1.0
332,"['habis', 'vaksin', 'booster', 'kaget', 'jarum', 'suntik']",1.0
333,"['capai', 'rendah', 'kaji', 'vaksin', 'booster', 'syarat', 'urus', 'adminduk']",1.0
334,"['vaksin', 'booster', 'tapos', 'depok', 'layan', 'sehat', 'vaksin', 'obat', 'sana', 'pas', 'antri', 'obat', 'tolak', 'pendaftaraan', 'jam', 'siang', 'hari']",-1.0
335,"['libur', 'laksana', 'vaksin', 'booster', 'monitoring', 'laksana', 'giat', 'vaksin', 'bosster', 'covid', 'selenggara', 'lembak']",1.0
336,"['nanyaa', 'nanyaa', 'rusa', 'jinak', 'vaksin', 'booster', 'tubuh', 'kebal', 'dingin', 'rumput', 'lumut', 'ku', 'makan', 'mata', 'jelalat', 'tebus', 'cahaya', 'gelapamp', 'kuku', 'ku', 'sekop', 'jalan', 'salju', 'selamat', 'nataru']",1.0
337,"['informasi', 'vaksin', 'booster', 'kota', 'malang', 'baru', 'desember', 'cek', 'syarat', 'tentu']",-1.0
338,"['pulang', 'habis', 'vaksin', 'booster']",1.0
339,"['makan', 'isubohong', 'fakta', 'lapang', 'vaksin', 'paksa', 'vaksin', 'faktor', 'masyarakat', 'vaksin', 'salah', 'satu', 'sakit', 'usia', 'expired', 'vaksin', 'booster', 'wajib', 'masyarakat']",-1.0
340,"['turun', 'pandemi', 'covid', 'level', 'bebas', 'milik', 'vaksin', 'booster', 'moga', 'bebas', 'daya', 'imun', 'virus', 'hilang']",-1.0
341,"['maaf', 'airlangga', 'berangkat', 'stasiun', 'kalong', 'turun', 'satasiun', 'semarang', 'poncoltawang', 'vaksin', 'booster']",1.0
342,"['ketemu', 'beneran', 'dadak', 'banget', 'beli', 'tiket', 'hjam', 'tutup', 'app', 'tiket', 'vaksin', 'booster', 'harih', 'konser']",1.0
343,"['dips', 'sender', 'vaksin', 'booster', 'sertifikat', 'peduli', 'lindung', 'kasih', 'surat', 'terang', 'solusi', 'sertif', 'booster', 'muncul', 'pedulilindungi', 'sender', 'coba', 'klaim', 'sertif', 'apk', 'tidakbisa']",1.0
344,"['pos', 'aman', 'ops', 'lilin', 'toba', 'pusat', 'pasar', 'gelar', 'vaksin', 'booster', 'warga', 'mudik', 'sidikalang', 'kota', 'akp', 'sukanto', 'berutush', 'gelar', 'giat', 'layan', 'vaksin', 'warga', 'mudik', 'pos', 'aman', 'pusat', 'pasar', 'ops', 'lilin', 'toba']",1.0
345,"['terhitunt', 'habis', 'vaksin', 'booster', 'demam']",1.0
346,"['mjb', 'cari', 'aman', 'lebihbaik', 'vaksin', 'booster']",-1.0
347,"['vaksin', 'booster', 'ngerasain', 'efek', 'gel', 'tangan', 'pagi', 'vaksin', 'efek']",1.0
348,"['informasi', 'jadwal', 'vaksin', 'booster', 'gresik', 'desember']",1.0
349,"['maaf', 'outoftopic', 'joglogsemarkerto', 'wajib', 'vaksin', 'booster', 'vaksin', 'booster', 'pas', 'tetep', 'dibolehin']",1.0
350,"['sbnrnya', 'mundur', 'habis', 'vaksin', 'booster', 'mundur', 'stress', 'pil', 'kb', 'danlainlain', 'cermat', 'kondisi', 'tubuh', 'rentang', 'aman', 'insyaallah']",-1.0
351,"['pesawat', 'mesti', 'vksin', 'booster']",-1.0
352,"['personal', 'tiket', 'gtu', 'brng', 'bis', 'msukny', 'cmn', 'pas', 'bbrpa', 'keluarga', 'lampung', 'mobil', 'pribadi', 'mke', 'vaksin', 'booster', 'krng', 'tnpa', 'kndraan', 'alias']",1.0
353,"['open', 'jasa', 'tembak', 'vaksin', 'booster', 'only', 'booster', 'minat', 'dm']",1.0
354,"['lindung', 'keluarga', 'salah', 'satu', 'vaksin', 'booster']",1.0
355,"['lanjutusia', 'bogor', 'vaksin', 'buat', 'indonesia', 'indovac', 'biofarma', 'usaha', 'bumn', 'laksana', 'vaksin', 'booster', 'bukti', 'vaksin', 'karya', 'anak', 'bangsa', 'kualitas', 'aman', 'halal', 'covid', 'tingkat']",1.0
356,"['selamat', 'malam', 'pik', 'krl', 'tuju', 'cikarang', 'stasiun', 'krl', 'vaksin', 'booster']",1.0
357,"['gilir', 'libur', 'informasi', 'vaksin', 'booster', 'lelah']",1.0
358,"['dips', 'java', 'mall', 'ketat', 'ku', 'vaksin', 'booster', 'sksks', 'info']",-1.0
359,"['capai', 'vaksin', 'booster']",1.0
360,"['dinkes', 'jogja', 'buka', 'layan', 'sehat', 'vaksin', 'booster', 'titik']",1.0
361,"['selamat', 'malam', 'minkalo', 'lokal', 'joglosemarkerto', 'wajib', 'vaksin', 'booster', 'bawa', 'bayi', 'damping', 'bayi', 'terima', 'kasih']",1.0
362,"['baca', 'reason', 'wes', 'golek', 'goro', 'mbek', 'cha', 'gyeol', 'maju', 'bang', 'vaksin', 'booster']",1.0
363,"['ouwwterlihat', 'jodoh', 'wkwkwkwk', 'maju', 'chaikamon', 'vaksin', 'booster']",1.0
364,"['vaksin', 'booster', 'lanjut', 'jalan']",1.0
365,"['rute', 'jalan', 'pekanbarujakarta', 'vaksin', 'booster', 'kosong', 'dimanamana', 'hasil', 'tes', 'rtpcr', 'negatif', 'jadwal', 'berangkat', 'besok']",-1.0
366,"['vaksin', 'booster', 'kosong', 'lanjut', 'jalan']",-1.0
367,"['kota', 'booster', 'stasiun', 'brebes', 'fasilitas', 'vaksin', 'booster', 'terimakasih']",1.0
368,"['tekan', 'tular', 'covid', 'nataru', 'booster', 'sasar', 'anakanak']",-1.0
369,"['pagi', 'calon', 'pencaker', 'pergi', 'pos', 'vaksin', 'booster', 'wajah', 'kusut', 'sedih', 'pokok', 'sepupu', 'kesini', 'cari', 'sayang', 'booster', 'sakit', 'melulu']",-1.0
370,"['libur', 'nataru', 'syarat', 'vaksin', 'booster', 'laku', 'jalan', 'negeri']",1.0
371,"['pilih', 'vaksin', 'booster', 'hari', 'putus', 'asa', 'cuti']",1.0
372,"['kasi', 'vaksin', 'booster', 'sehat']",1.0
373,"['efek', 'vaksin', 'booster', 'anjing', 'meriang', 'mandi']",-1.0
374,"['dips', 'permisi', 'informasi', 'vaksin', 'booster', 'teman', 'terimakasih']",1.0
375,"['jalan', 'tegal', 'babat', 'lmg', 'vaksin', 'booster']",-1.0
376,"['coba', 'gapake', 'syarat', 'wajib', 'vaksin', 'booster', 'sen', 'tiket', 'libur']",1.0
377,"['pos', 'aman', 'ops', 'lilin', 'toba', 'pusat', 'pasar', 'gelar', 'vaksin', 'booster', 'warga', 'mudik']",1.0
378,"['pemberitahuan', 'vaksin', 'booster']",-1.0
379,"['nitipp', 'tidakadauang', 'vaksin', 'booster', 'dekat', 'mingdep']",1.0
380,"['vaksin', 'booster', 'hindar', 'beban', 'hidup', 'sakit', 'anjing', 'dosis']",-1.0
381,"['maaf', 'kakak', 'krl', 'tugas', 'ditanyain', 'vaksin', 'booster', 'vaksin', 'dosis', 'rencana', 'krl', 'jogjasolo', 'besok']",1.0
382,"['covid', 'turun', 'warga', 'abai', 'sehat', 'pemerintahkota', 'surabaya', 'gencar', 'vaksin', 'booster', 'imun', 'warga', 'kuat', 'simak', 'lokasi', 'jadwal', 'rek']",1.0
383,"['pukpukpuk', 'vaksin', 'booster', 'sakit', 'ngilu']",-1.0
384,"['informasi', 'vaksin', 'booster', 'daerah', 'congcatsleman', 'universitasgajahmada', 'jogja', 'yahh']",1.0
385,"['naikbis', 'ribet', 'vaksin', 'kreta', 'vaksin', 'booster']",-1.0
386,"['ppkm', 'stop', 'pandemi', 'kejar', 'vaksin', 'booster', 'wajib', 'indoor', 'cabut']",-1.0
387,"['tentu', 'hasil', 'tes', 'covid', 'antigenpcr', 'kecuali', 'syarat', 'terbang', 'vaksin', 'booster', 'serta', 'surat', 'terang', 'dokter', 'vaksin', 'kondisi', 'sehat', 'mutia']",1.0
388,"['covid', 'turun', 'warga', 'abai', 'sehat', 'pemerintahkota', 'surabaya', 'gencar', 'vaksin', 'booster', 'imun', 'warga', 'kuat']",1.0
389,"['selamat', 'pagi', 'railmin', 'kece', 'vaksin', 'booster', 'stasiun', 'pasar', 'senen', 'stasiun', 'gambir', 'stasiun', 'sedia', 'vaksim', 'booster', 'terimakasih', 'advance']",1.0
390,"['informasi', 'kai', 'lokal', 'vaksin', 'booster']",1.0
391,"['habis', 'vaksin', 'booster', 'habis', 'demam']",1.0
392,"['dasar', 'informasi', 'imperial', 'college', 'london', 'beri', 'vaksin', 'booster', 'persen', 'lindung', 'vaksin', 'segera', 'extra', 'protection', 'bareng', 'disiplin', 'prokes', 'hari']",1.0
393,"['informasi', 'nggowo', 'sertipikat', 'vaksin', 'booster']",1.0
394,"['syarat', 'ribet', 'pakai', 'vaksin', 'booster', 'alih', 'bus', 'travel', 'syarat']",-1.0
395,"['wajib', 'vaksin', 'booster', 'kerjain', 'efek', 'samping', 'full', 'recovery', 'skrang', 'strong', 'bytheway', 'amerika', 'usmc', 'army', 'pda', 'kgk', 'vaksin', 'vaccine', 'answer', 'big', 'nomor']",-1.0
396,"['story', 'bangun', 'tidur', 'wudhu', 'tbtb', 'lengan', 'kiri', 'sengat', 'tawon', 'untung', 'bengkak', 'gede', 'lumayan', 'gel', 'siang', 'vaksin', 'booster', 'suntik', 'tangan', 'kiri', 'gel', 'tangan', 'pinter']",1.0
397,"['jarak', 'vaksin', 'booster', 'perhati', 'suntik']",1.0
398,"['cak', 'rek', 'informasi', 'vaksin', 'booster', 'pliss']",1.0
399,"['harga', 'mahal', 'tambah', 'vaksin', 'booster', 'bagi', 'vaksin', 'booster', 'rata', 'daerah', 'desa']",1.0
400,"['coba', 'syarat', 'vaksin', 'booster', 'hapus', 'ramai']",1.0
401,"['tiket', 'mahal', 'banding', 'fasilitas', 'ngeluh', 'cuma', 'dibacotin', 'bajernya', 'app', 'kai', 'error', 'melulu', 'pesan', 'susah', 'vaksin', 'booster', 'jalan', 'tol', 'mobil', 'murah', 'pergi', 'keluarga', 'nyetir']",-1.0
402,"['malas', 'vaksin', 'booster']",-1.0
403,"['airlinenya', 'tahu', 'vaksin', 'booster']",1.0
